Nom;ID;Latitude;Longitude;Coordonnées
BERGOJE;2753;50.816078;4.428918;50.816078, 4.428918
BERTHELOT;5111;50.824332;4.330730;50.824332, 4.33073
BERTHELOT;5116;50.824250;4.329964;50.82425, 4.329964
BERTHELOT;5158;50.824206;4.331128;50.824206, 4.331128
BEYSEGHEM;2853;50.896595;4.376600;50.896595, 4.3766
BICHES;2169;50.777283;4.341444;50.777283, 4.341444
BICOQUE;9755;50.912118;4.418122;50.912118, 4.418122
BIPLAN;1283;50.884371;4.410304;50.884371, 4.410304
BIPLAN;2908;50.885674;4.410207;50.885674, 4.410207
BIZET;5296;50.825126;4.297987;50.825126, 4.297987
BIZET;5297;50.825386;4.298114;50.825386, 4.298114
BLYCKAERTS;1882;50.832761;4.374744;50.832761, 4.374744
BOCKSTAEL;4127;50.875585;4.348251;50.875585, 4.348251
BOCKSTAEL;4129;50.877535;4.346588;50.877535, 4.346588
BOETENDAEL;5059;50.807579;4.344131;50.807579, 4.344131
BOILEAU;1866;50.832162;4.404084;50.832162, 4.404084
BOIS DES ILES;4165;50.873874;4.294405;50.873874, 4.294405
BOITSFORT GARE;5454;50.795546;4.407545;50.795546, 4.407545
BOONDAEL GARE;5416F;50.801241;4.393350;50.801241, 4.39335
BORDET STATION;3278;50.878438;4.409788;50.878438, 4.409788
BORDET STATION;5298;50.878860;4.409988;50.87886, 4.409988
BORDET STATION;5299;50.878788;4.410101;50.878788, 4.410101
BORDET STATION;5361;50.878438;4.409788;50.878438, 4.409788
BORDET STATION;5361F;50.878456;4.409817;50.878456, 4.409817
BOSSAERT-BASILIQUE;2509;50.864744;4.318411;50.864744, 4.318411
BUANDERIE;2213;50.846143;4.342782;50.846143, 4.342782
BUYL;3475F;50.818692;4.378955;50.818692, 4.378955
BUYL;3476F;50.818683;4.378941;50.818683, 4.378941
BUYL;3477F;50.818665;4.379736;50.818665, 4.379736
CABRIS;1953;50.776294;4.342536;50.776294, 4.342536
CAMBRE-ETOILE;5208;50.816373;4.376301;50.816373, 4.376301
CANDRIES;2513;50.854993;4.306066;50.854993, 4.306066
CAPRICORNE;3902;50.855160;4.420888;50.85516, 4.420888
CARENE;3957;50.854704;4.415207;50.854704, 4.415207
CARREFOUR STALLE;5921;50.795966;4.320952;50.795966, 4.320952
CAVELL;2123;50.811716;4.357429;50.811716, 4.357429
CAVELL;5213;50.811563;4.356734;50.811563, 4.356734
CERIA;3854;50.816041;4.290295;50.816041, 4.290295
CHANT D'OISEAU;1813;50.827186;4.418216;50.827186, 4.418216
CHARROI;2555;50.821650;4.322033;50.82165, 4.322033
CHATEAU D'OR;5852;50.787123;4.329824;50.787123, 4.329824
CHATEAU D'OR;7504;50.786923;4.329621;50.786923, 4.329621
CHEMIN DE FER;5959;50.888744;4.396438;50.888744, 4.396438
CHEMIN VERT;2315;50.899306;4.399018;50.899306, 4.399018
CHEVALERIE;6053;50.842763;4.395899;50.842763, 4.395899
CHOPIN;4109;50.875630;4.300142;50.87563, 4.300142
CICERON;1534;50.860617;4.420454;50.860617, 4.420454
RONCES;2143;50.787345;4.375956;50.787345, 4.375956
ROODEBEEK;6478;50.847825;4.436386;50.847825, 4.436386
ROOSENDAEL;5856;50.810058;4.337566;50.810058, 4.337566
ROOSENDAEL;5856F;50.810031;4.337595;50.810031, 4.337595
RUE AU BOIS;1854;50.831085;4.452259;50.831085, 4.452259
RUE LONGUE;2609;50.796581;4.309476;50.796581, 4.309476
RUE TRAVERSIERE;9023;50.854255;4.368696;50.854255, 4.368696
SABCA;3204;50.881923;4.417238;50.881923, 4.417238
SAINT-GUIDON;2256;50.834812;4.306674;50.834812, 4.306674
SAINT-GUIDON;2535;50.834614;4.305255;50.834614, 4.305255
SAINT-GUIDON;8702;50.835063;4.305510;50.835063, 4.30551
SAINT-VINCENT;2909;50.880849;4.403823;50.880849, 4.403823
SAINT-VINCENT;2992;50.880867;4.403837;50.880867, 4.403837
SAINT-VINCENT;3101;50.880625;4.401861;50.880625, 4.401861
SAINT-VINCENT;3175;50.880580;4.402131;50.88058, 4.402131
SAINTE-BERNADETTE;1470;50.835655;4.275740;50.835655, 4.27574
SAINTE-CATHERINE;8272;50.851997;4.347948;50.851997, 4.347948
SCHAERBEEK GARE;3106;50.877429;4.379182;50.877429, 4.379182
SCHAERBEEK GARE;3108;50.877636;4.379054;50.877636, 4.379054
SENGHOR;3918;50.836671;4.379783;50.836671, 4.379783
SIBELIUS;3717;50.833386;4.282658;50.833386, 4.282658
SIBELIUS;3752;50.833206;4.282488;50.833206, 4.282488
SIMONIS;0471;50.863732;4.329236;50.863732, 4.329236
SIMONIS;0472;50.863543;4.329023;50.863543, 4.329023
SIMONIS (LEOPOLD II);8764;50.863238;4.330572;50.863238, 4.330572
SIPPELBERG;1098;50.861842;4.322192;50.861842, 4.322192
SLEGERS;1421;50.841436;4.432387;50.841436, 4.432387
SOETENS;1069;50.886220;4.319852;50.88622, 4.319852
SORENSEN;4106;50.870674;4.311571;50.870674, 4.311571
SORENSEN;4157;50.871043;4.312040;50.871043, 4.31204
STADE;4229;50.893776;4.332111;50.893776, 4.332111
STATION EVERE;3448;50.867563;4.401341;50.867563, 4.401341
STATION SAINT-JOB;6956;50.794402;4.361532;50.794402, 4.361532
STATION SAINT-JOB;6956F;50.794411;4.361518;50.794411, 4.361518
STEPHANIE;7529;50.833326;4.358161;50.833326, 4.358161
STIJN STREUVELS;1631;50.839822;4.494327;50.839822, 4.494327
STOCKEL;8162;50.841890;4.464702;50.84189, 4.464702
STOCKEL;6474F;50.841350;4.465340;50.84135, 4.46534
STUYVENBERGH;4957;50.886299;4.341539;50.886299, 4.341539
SUEDE;2539;50.834096;4.335819;50.834096, 4.335819
THIEFFRY;6472;50.832945;4.401799;50.832945, 4.401799
THIEFFRY;6473;50.832801;4.401926;50.832801, 4.401926
THOMAS;5762;50.865689;4.364534;50.865689, 4.364534
THOMAS;6177;50.867047;4.363753;50.867047, 4.363753
THYM;4658;50.856709;4.302967;50.856709, 4.302967
TIR AUX PIGEONS;5604;50.819792;4.467424;50.819792, 4.467424
TOMBERG;6477;50.842968;4.424807;50.842968, 4.424807
TOMBERG;8111;50.844325;4.425689;50.844325, 4.425689
TOURNOI;2936;50.816170;4.333773;50.81617, 4.333773
TRASSERSWEG;2316;50.902785;4.398082;50.902785, 4.398082
TREURENBERG;3359;50.847656;4.363399;50.847656, 4.363399
TROIS ARBRES;1928F;50.794352;4.334286;50.794352, 4.334286
TROIS ARBRES;1995F;50.794128;4.334201;50.794128, 4.334201
TROIS PERTUIS;3061;50.892025;4.395829;50.892025, 4.395829
TRONE;8302;50.841238;4.366509;50.841238, 4.366509
TWEE LEEUWENWEG;9607;50.916870;4.402257;50.91687, 4.402257
UCCLE CALEVOET;1962;50.791242;4.332898;50.791242, 4.332898
UCCLE STALLE;2417;50.802314;4.324151;50.802314, 4.324151
UCL SAINT-LUC;2069;50.852813;4.452724;50.852813, 4.452724
UZ BRUSSEL;1001;50.885703;4.309038;50.885703, 4.309038
VALDUC;1756B;50.817791;4.419711;50.817791, 4.419711
VALIDA;1094F;50.866292;4.303465;50.866292, 4.303465
VAN BEETHOVEN;1495;50.828962;4.293893;50.828962, 4.293893
VAN BEVER;2144;50.784181;4.378522;50.784181, 4.378522
VAN CUTSEM;7272;50.880156;4.407502;50.880156, 4.407502
VAN EYCK;1913;50.819645;4.366240;50.819645, 4.36624
VAN HAELEN;5821;50.780488;4.325958;50.780488, 4.325958
VAN HAELEN;5822;50.781189;4.326057;50.781189, 4.326057
VAN HAELEN;7506;50.780734;4.325684;50.780734, 4.325684
VAN VOLSEM;3531;50.829965;4.369547;50.829965, 4.369547
VANDERKINDERE;6424F;50.814348;4.347510;50.814348, 4.34751
VANDERSTICHELEN;5011;50.865946;4.338823;50.865946, 4.338823
VANDERSTICHELEN;5074F;50.866207;4.338439;50.866207, 4.338439
VANDROMME;1719;50.819105;4.414816;50.819105, 4.414816
VANHELLEMONT;3756;50.829451;4.286072;50.829451, 4.286072
VANHUFFEL;1114B;50.860434;4.331639;50.860434, 4.331639
VELLEMOLEN;1305;50.847230;4.439182;50.84723, 4.439182
VELLEMOLEN;2065;50.846763;4.439352;50.846763, 4.439352
HEYSEL;4264;50.896824;4.336515;50.896824, 4.336515
HIPPODROME DE BOITSFORT;2757B;50.797141;4.395376;50.797141, 4.395376
HOPITAL BRUGMANN;5471;50.886216;4.333964;50.886216, 4.333964
HOPITAL ETT.-IXELLES;3125;50.825065;4.380135;50.825065, 4.380135
HOUBA-BRUGMANN;8813;50.889534;4.337543;50.889534, 4.337543
HOUZEAU;1251;50.803373;4.358807;50.803373, 4.358807
HUART- HAMOIR;3180;50.875478;4.382876;50.875478, 4.382876
INTERNATIONAL SCHOOL;4288;50.792180;4.419370;50.79218, 4.41937
JACOBS FONTAINE;6504;50.878883;4.342424;50.878883, 4.342424
JACQUES BREL;8721;50.843592;4.318149;50.843592, 4.318149
JANSON;6110;50.825451;4.354346;50.825451, 4.354346
JANSON;6427F;50.825451;4.354346;50.825451, 4.354346
JARDIN MASSART;3526;50.813181;4.433909;50.813181, 4.433909
JESPERS;1527;50.857135;4.441342;50.857135, 4.441342
JETTE GARE;6869;50.880128;4.330471;50.880128, 4.330471
JETTE GARE;6869F;50.880129;4.330473;50.880129, 4.330473
JORDAEN;9707;50.923142;4.409558;50.923142, 4.409558
JOSEPHINE-CHARLOTTE;8092;50.840519;4.414099;50.840519, 4.414099
JUBILE;5089;50.861667;4.338229;50.861667, 4.338229
JULES CESAR;1860;50.833549;4.420338;50.833549, 4.420338
JULES CESAR;5560;50.834961;4.420425;50.834961, 4.420425
JUPITER;2956;50.819470;4.336808;50.81947, 4.336808
KARREVELD;7382;50.857930;4.317864;50.85793, 4.317864
KERK VILVOORDE;9783;50.926373;4.423329;50.926373, 4.423329
KERK VILVOORDE;9787;50.926445;4.422917;50.926445, 4.422917
KEYENBEMPT;7465;50.793428;4.320553;50.793428, 4.320553
KLAKKEDELLE;1584;50.846698;4.442703;50.846698, 4.442703
KRAAINEM;2033;50.849024;4.459022;50.849024, 4.459022
KRUIPWEG;2819;50.894518;4.380892;50.894518, 4.380892
KURTH;3449;50.868823;4.395744;50.868823, 4.395744
LAINE;2460;50.821061;4.334650;50.821061, 4.33465
LANCASTER;5056;50.794599;4.356511;50.794599, 4.356511
LATINIS;3408;50.867072;4.387035;50.867072, 4.387035
LEKAERTS;5874F;50.871499;4.406216;50.871499, 4.406216
LEMONNIER;6601;50.840255;4.340670;50.840255, 4.34067
LENNEKE MARE;9876;50.856491;4.450317;50.856491, 4.450317
LEOPOLD II;5502;50.836248;4.415231;50.836248, 4.415231
LEOPOLD II;5561F;50.836239;4.415444;50.836239, 4.415444
LEOPOLD III;3761;50.857622;4.398493;50.857622, 4.398493
LEOPOLD III;5354H;50.857047;4.397456;50.857047, 4.397456
LES TROIS TILLEULS;4313;50.802583;4.412502;50.802583, 4.412502
LEVURE;3124;50.828086;4.375693;50.828086, 4.375693
LEVURE;6158G;50.828077;4.375438;50.828077, 4.375438
LIVERPOOL;2262;50.843741;4.335202;50.843741, 4.335202
LOISIRS;3458;50.867931;4.406270;50.867931, 4.40627
LOMBARDIE;6078;50.824336;4.347222;50.824336, 4.347222
LONDRES;3620;50.837957;4.368610;50.837957, 4.36861
LONGCHAMP;5211;50.811941;4.367234;50.811941, 4.367234
LORGE;2871;50.882386;4.331153;50.882386, 4.331153
LOUIS HAP;1804;50.834350;4.388044;50.83435, 4.388044
LOUIS MARCELIS;1605;50.846952;4.483413;50.846952, 4.483413
LOUISE;5069;50.836203;4.355422;50.836203, 4.355422
LOUISE;6314;50.835673;4.355167;50.835673, 4.355167
LOUTRIER;4456;50.810757;4.407004;50.810757, 4.407004
LUXEMBOURG;1131B;50.839746;4.373679;50.839746, 4.373679
MA CAMPAGNE;2959;50.823006;4.353084;50.823006, 4.353084
MA CAMPAGNE;3625;50.823887;4.353453;50.823887, 4.353453
MABRU;2200;50.874841;4.363027;50.874841, 4.363027
MACHTENS;2514;50.851754;4.300461;50.851754, 4.300461
MACHTENS;2565;50.851655;4.300702;50.851655, 4.300702
MAELBEEK;6465;50.843350;4.378095;50.84335, 4.378095
MAES;3201;50.886466;4.429606;50.886466, 4.429606
MALIBRAN;1910;50.830864;4.373493;50.830864, 4.373493
ROGIER;1034;50.855693;4.357206;50.855693, 4.357206
ROI BAUDOUIN;6481;50.896840;4.329706;50.89684, 4.329706
ROI BAUDOUIN;8833;50.896255;4.327063;50.896255, 4.327063
ROI VAINQUEUR;1807;50.832262;4.398902;50.832262, 4.398902
ROI VAINQUEUR;1868;50.832910;4.398931;50.83291, 4.398931
ROND-POINT DU SOUVERAIN;5283F;50.819207;4.428653;50.819207, 4.428653
ROODEBEEK;6479;50.847960;4.436017;50.84796, 4.436017
ROODENBERG;3550;50.816111;4.416346;50.816111, 4.416346
ROODENBERG;3552;50.816345;4.415693;50.816345, 4.415693
ROOSENDAEL;5813F;50.810310;4.337566;50.81031, 4.337566
ROYALE;3567;50.842748;4.358814;50.842748, 4.358814
RUBENS;5712F;50.866633;4.368739;50.866633, 4.368739
RUE AU BOIS;1821;50.831355;4.452487;50.831355, 4.452487
RUE TRAVERSIERE;6062;50.854551;4.368895;50.854551, 4.368895
RUISBROEK CENTRUM;9652;50.786901;4.296668;50.786901, 4.296668
SACRE-COEUR;1752;50.810330;4.435664;50.81033, 4.435664
SAINT-DENIS;5719;50.809898;4.317575;50.809898, 4.317575
SAINT-JOSSE;1570;50.849814;4.374064;50.849814, 4.374064
SAINT-VINCENT;9292;50.880967;4.401720;50.880967, 4.40172
SAINTE-ALLIANCE;2147;50.779147;4.365320;50.779147, 4.36532
SAINTE-FAMILLE;3900;50.850347;4.427968;50.850347, 4.427968
SAINTE-FAMILLE;3909;50.850158;4.427954;50.850158, 4.427954
SCHOONEJANS;1723;50.811996;4.431765;50.811996, 4.431765
SOLBOSCH;5413F;50.810501;4.385849;50.810501, 4.385849
SOLBOSCH;5461F;50.810834;4.385835;50.810834, 4.385835
SPEECKAERT;1558;50.848607;4.420270;50.848607, 4.42027
SQUARE DU CENTENAIRE;1012;50.876286;4.317660;50.876286, 4.31766
STADE;5400;50.893407;4.332111;50.893407, 4.332111
STEAMERS;2371;50.866821;4.351692;50.866821, 4.351692
STEPHANIE;5405;50.832985;4.357751;50.832985, 4.357751
STEPHANIE;5470;50.833183;4.357652;50.833183, 4.357652
STEPHANIE;7519;50.832918;4.357568;50.832918, 4.357568
STEPHANIE;5016F;50.833327;4.357041;50.833327, 4.357041
STEURS;6060;50.852933;4.377799;50.852933, 4.377799
STIENON;5472;50.890872;4.330336;50.890872, 4.330336
STRATEGIE;1760;50.824000;4.400898;50.824, 4.400898
STUYVENBERGH;8804;50.885589;4.342619;50.885589, 4.342619
FLAGEY;3508;50.827349;4.371889;50.827349, 4.371889
FLAGEY;3572F;50.827754;4.371690;50.827754, 4.37169
FLORIDE;1920;50.803796;4.361786;50.803796, 4.361786
FOND'ROY;5036;50.790087;4.371163;50.790087, 4.371163
FOND'ROY;5037;50.789799;4.371829;50.789799, 4.371829
FOYER JETTOIS;6552;50.879035;4.338118;50.879035, 4.338118
FOYER SCHAERBEEKOIS;7273;50.869975;4.389182;50.869975, 4.389182
FRAITEUR;3557;50.817871;4.396112;50.817871, 4.396112
FRANS COURTENS;3762;50.859086;4.401335;50.859086, 4.401335
FRANS HALS;3608;50.827061;4.288347;50.827061, 4.288347
FROISSART;1416;50.840185;4.382638;50.840185, 4.382638
FROISSART;1476;50.840500;4.381885;50.8405, 4.381885
FUSS;6059;50.853517;4.380696;50.853517, 4.380696
FUTAIE;2018;50.801473;4.396939;50.801473, 4.396939
GANSHOREN-SPORT;4115;50.877186;4.301063;50.877186, 4.301063
GARE BOCKSTAEL;3311;50.880107;4.348348;50.880107, 4.348348
GARE CENTRALE;6444;50.845930;4.357791;50.84593, 4.357791
GARE CENTRALE;6445;50.845858;4.357294;50.845858, 4.357294
GARE CENTRALE;6447;50.845894;4.357010;50.845894, 4.35701
GARE CENTRALE;8021;50.846658;4.358515;50.846658, 4.358515
GARE DE L'OUEST;3253;50.848843;4.321694;50.848843, 4.321694
GARE DE L'OUEST;8731;50.848411;4.320785;50.848411, 4.320785
GARE DE L'OUEST;3253F;50.848843;4.321708;50.848843, 4.321708
GARE DU MIDI;0636;50.836784;4.337478;50.836784, 4.337478
GARE DU MIDI;2500;50.836874;4.337166;50.836874, 4.337166
GARE DU MIDI;2531;50.836335;4.337833;50.836335, 4.337833
GARE VIVIER D'OIE;2110;50.795670;4.372440;50.79567, 4.37244
GEO BERNIER;3562;50.820903;4.376529;50.820903, 4.376529
GEORGES BRUGMANN;2135;50.816786;4.354945;50.816786, 4.354945
GEORGES HENRI;1459;50.842922;4.406278;50.842922, 4.406278
GERSIS;1847;50.841094;4.459887;50.841094, 4.459887
GILLON;5735;50.855891;4.366992;50.855891, 4.366992
GOFFIN;1199F;50.866834;4.308323;50.866834, 4.308323
GOSSART;5254;50.811455;4.363275;50.811455, 4.363275
GRAND SABLON;1376;50.841363;4.353462;50.841363, 4.353462
GRAND'ROUTE;5751;50.787739;4.317542;50.787739, 4.317542
GRIBAUMONT;8101;50.842558;4.418361;50.842558, 4.418361
GROENINGHE;1244;50.854077;4.328449;50.854077, 4.328449
GUILLAUME;3402;50.861276;4.412642;50.861276, 4.412642
GUILLAUME DE GREEF;5081;50.882621;4.335643;50.882621, 4.335643
GUIMARD;1216;50.843521;4.371876;50.843521, 4.371876
HANKAR;2291;50.821617;4.405793;50.821617, 4.405793
HANNETONS;4455;50.811007;4.411190;50.811007, 4.41119
HAREN-SUD GARE;2292;50.890032;4.414944;50.890032, 4.414944
HEEMBEEK;5706;50.888468;4.375248;50.888468, 4.375248
HEILIGENBORRE;9059;50.789581;4.420431;50.789581, 4.420431
HELDENPLEIN;9786;50.926173;4.426757;50.926173, 4.426757
HELIOTROPES;5306G;50.862533;4.386934;50.862533, 4.386934
HELMET;5803G;50.873922;4.387336;50.873922, 4.387336
HENRI REY;1256;50.843810;4.305101;50.84381, 4.305101
HERMAN;3111;50.863082;4.377389;50.863082, 4.377389
HERRMANN-DEBROUX;5427;50.811647;4.427621;50.811647, 4.427621
HERRMANN-DEBROUX;8262;50.812446;4.429070;50.812446, 4.42907
HEYDENBERG;1559;50.848725;4.416464;50.848725, 4.416464
HEYSEL;9056;50.896411;4.338121;50.896411, 4.338121
HEYSEL;9065;50.896465;4.338150;50.896465, 4.33815
HIPPODROME DE BOITSFORT;5456;50.797015;4.397064;50.797015, 4.397064
HOF TEN BERG;1528;50.858800;4.438702;50.8588, 4.438702
HOF TER MUSSCHEN;2036;50.853867;4.448764;50.853867, 4.448764
HOF TER MUSSCHEN;9853;50.854452;4.447757;50.854452, 4.447757
HOOGBOSCH;4653;50.855484;4.298467;50.855484, 4.298467
HOPITAL MILITAIRE;2829;50.907093;4.388658;50.907093, 4.388658
HOPITAL PAUL BRIEN;5317G;50.868016;4.385345;50.868016, 4.385345
HOPITAL SAINTE-ELISABETH;2714;50.804785;4.368837;50.804785, 4.368837
HOTEL DES MONNAIES;8331;50.832966;4.348865;50.832966, 4.348865
HOTEL DES MONNAIES;8332;50.832966;4.349049;50.832966, 4.349049
HOUBA-BRUGMANN;4230;50.889903;4.336960;50.889903, 4.33696
HOUBA-BRUGMANN;4276;50.890541;4.336562;50.890541, 4.336562
HOUZEAU;1921;50.804353;4.356523;50.804353, 4.356523
HOUZEAU;1969;50.804084;4.358041;50.804084, 4.358041
HUART- HAMOIR;3099;50.876467;4.383459;50.876467, 4.383459
HYMANS;1529;50.846732;4.431215;50.846732, 4.431215
ICHEC;1042;50.838265;4.408092;50.838265, 4.408092
ILE SAINTE-HELENE;2523;50.823274;4.316581;50.823274, 4.316581
IMPRIMERIE;2548F;50.828952;4.329208;50.828952, 4.329208
IMPRIMERIE;2672F;50.830049;4.330641;50.830049, 4.330641
INVALIDES;3547;50.818694;4.408515;50.818694, 4.408515
JACOBS FONTAINE;2808;50.878667;4.342495;50.878667, 4.342495
JANSON;6431;50.826009;4.354786;50.826009, 4.354786
JANSON;6425F;50.825541;4.355141;50.825541, 4.355141
JEANNE;3512;50.815967;4.383013;50.815967, 4.383013
JEU DE BALLE;1168;50.837424;4.346876;50.837424, 4.346876
JOSEPH BAECK;4013;50.852284;4.317430;50.852284, 4.31743
JOSEPH BAECK;6005;50.851745;4.316905;50.851745, 4.316905
JOSEPH BAECK;6070;50.852014;4.316948;50.852014, 4.316948
JOSEPH II;1266;50.845778;4.372189;50.845778, 4.372189
JOSEPHINE-CHARLOTTE;8091;50.840411;4.413730;50.840411, 4.41373
JOURDAN;1272;50.837785;4.381615;50.837785, 4.381615
JUBILE;5015;50.861245;4.338300;50.861245, 4.3383
JULES DE TROOZ;5291;50.872153;4.360896;50.872153, 4.360896
JULES DE TROOZ;6103;50.871388;4.360953;50.871388, 4.360953
JUPITER;2951;50.819668;4.337021;50.819668, 4.337021
KARREVELD;4022;50.856689;4.317397;50.856689, 4.317397
KARREVELD;4023;50.857444;4.318248;50.857444, 4.318248
KARREVELD;7209;50.857121;4.317737;50.857121, 4.317737
KAUWBERG;2151;50.791498;4.357462;50.791498, 4.357462
KENNIS;3407;50.868753;4.390005;50.868753, 4.390005
KEYENBEMPT;5724;50.793044;4.320146;50.793044, 4.320146
KEYM;4310;50.809616;4.403442;50.809616, 4.403442
LA CHASSE;1805;50.830979;4.390584;50.830979, 4.390584
WAPPERS;6022;50.845172;4.395049;50.845172, 4.395049
WESTLAND SHOPPING;1483;50.837828;4.283771;50.837828, 4.283771
WESTLAND SHOPPING;1488;50.837693;4.284268;50.837693, 4.284268
WOESTE;5007;50.875132;4.333532;50.875132, 4.333532
WOLVENDAEL;2765;50.797959;4.343305;50.797959, 4.343305
WTC;1052;50.861527;4.355557;50.861527, 4.355557
XAVIER DE BUE;5815F;50.803603;4.336620;50.803603, 4.33662
XAVIER DE BUE;5854F;50.804197;4.336690;50.804197, 4.33669
YSER;1033;50.856681;4.353698;50.856681, 4.353698
YSER;2236;50.856312;4.352491;50.856312, 4.352491
YSER;6607;50.857741;4.348784;50.857741, 4.348784
YSER;8441;50.857364;4.351298;50.857364, 4.351298
ZAMAN - FOREST NATIONAL;1240;50.814369;4.325119;50.814369, 4.325119
ZAVELPUT;2312;50.894356;4.382654;50.894356, 4.382654
ZEECRABBE;1968;50.804317;4.354863;50.804317, 4.354863
ZENOBE GRAMME;3171;50.879820;4.384156;50.87982, 4.384156
GEORGES BRUGMANN;2121;50.817163;4.354633;50.817163, 4.354633
GERGEL;1659;50.850932;4.486462;50.850932, 4.486462
GERMOIR;6113F;50.829955;4.379824;50.829955, 4.379824
