Nom;ID;Latitude;Longitude;Coordonnées
ABBAYE;7525;50.819939;4.371000;50.819939, 4.371
ALBERT;2957;50.821413;4.341859;50.821413, 4.341859
ALCYONS;4058F;50.867670;4.293704;50.86767, 4.293704
ALMA;1586;50.847875;4.455839;50.847875, 4.455839
ALMA;1639;50.848073;4.455357;50.848073, 4.455357
ANSPACH-DE BROUCKERE;1576;50.850631;4.353345;50.850631, 4.353345
ANTOON VAN OSS;2317;50.905166;4.401794;50.905166, 4.401794
ANTOON VAN OSS;2358;50.905094;4.401524;50.905094, 4.401524
ARCHIDUCS;4454;50.810259;4.416127;50.810259, 4.416127
ARMATEURS;1054;50.864744;4.352616;50.864744, 4.352616
ARSENAL;1715;50.826393;4.396727;50.826393, 4.396727
ARSENAL;5263;50.826105;4.396684;50.826105, 4.396684
ARTEMIS;3210;50.862776;4.416379;50.862776, 4.416379
ARTISTES;2860;50.881564;4.354245;50.881564, 4.354245
AUDERGHEM-FORET;5658;50.818609;4.450335;50.818609, 4.450335
AUDERGHEM-SHOPPING;1731;50.816646;4.425400;50.816646, 4.4254
AUDERGHEM-SHOPPING;5269F;50.816286;4.426180;50.816286, 4.42618
AUDERGHEM-SHOPPING;5284F;50.815981;4.425924;50.815981, 4.425924
AUMALE;8712;50.839688;4.312574;50.839688, 4.312574
AVENUE DU ROI;6099;50.831453;4.334500;50.831453, 4.3345
AVIATION;5553;50.834921;4.456908;50.834921, 4.456908
AZALEES;3414;50.862497;4.380542;50.862497, 4.380542
AZUR;5174;50.866722;4.286958;50.866722, 4.286958
BAILLI;2966;50.827394;4.364040;50.827394, 4.36404
BAILLI;7521;50.826783;4.363922;50.826783, 4.363922
BAILLI;7527;50.827383;4.364269;50.827383, 4.364269
BAILLI;2949F;50.827322;4.363714;50.827322, 4.363714
BARA;6705;50.838906;4.337519;50.838906, 4.337519
BARA;6862;50.838501;4.337548;50.838501, 4.337548
BARA;6862F;50.838492;4.337519;50.838492, 4.337519
BARON DE CASTRO;1810;50.828736;4.407928;50.828736, 4.407928
BASCULE;1975;50.816040;4.367007;50.81604, 4.367007
BAYENS;9802;50.867344;4.277368;50.867344, 4.277368
BEAULIEU;3521;50.815971;4.407505;50.815971, 4.407505
BEAULIEU;4297;50.815413;4.408214;50.815413, 4.408214
BEECKMANS;4156;50.869343;4.310635;50.869343, 4.310635
BEL-AIR;5516;50.845841;4.479761;50.845841, 4.479761
BEL-AIR;5524;50.845869;4.479264;50.845869, 4.479264
BELGICA;5076;50.867752;4.335611;50.867752, 4.335611
BENS;7511;50.808637;4.339678;50.808637, 4.339678
BERCHEM-SHOPPING;7215;50.870617;4.291114;50.870617, 4.291114
BEYSEGHEM;2817;50.896604;4.377040;50.896604, 4.37704
BIENFAITEURS;6210;50.857715;4.383779;50.857715, 4.383779
BIZET;8681;50.824972;4.297093;50.824972, 4.297093
BOCKSTAEL;4125;50.875855;4.348194;50.875855, 4.348194
BOCKSTAEL;4128;50.875567;4.348194;50.875567, 4.348194
BOCKSTAEL;8793;50.879334;4.347780;50.879334, 4.34778
BODEGHEM;6602;50.843689;4.339461;50.843689, 4.339461
BODEGHEM;6656;50.843329;4.339547;50.843329, 4.339547
BOILEAU;1809;50.831533;4.404637;50.831533, 4.404637
BOIS DES ILES;4062;50.873514;4.295045;50.873514, 4.295045
BORDET STATION;3205;50.878150;4.409944;50.87815, 4.409944
BORDET STATION;5362;50.878150;4.409944;50.87815, 4.409944
BORNE;6754;50.854151;4.335549;50.854151, 4.335549
BOSSAERT-BASILIQUE;2570;50.864789;4.318851;50.864789, 4.318851
BOTANIQUE;6436;50.853104;4.366154;50.853104, 4.366154
BOURSE;2212;50.848643;4.347226;50.848643, 4.347226
BOURSE;5286;50.846316;4.349257;50.846316, 4.349257
BRAEMT;3118;50.851243;4.376464;50.851243, 4.376464
BREESCH;9027;50.876923;4.342226;50.876923, 4.342226
BRESIL;5415F;50.802733;4.390428;50.802733, 4.390428
BROUSTIN;6864;50.868118;4.326434;50.868118, 4.326434
BROUSTIN;6864F;50.868154;4.326476;50.868154, 4.326476
BRUNARD;2132;50.807958;4.357175;50.807958, 4.357175
BRUSSELSESTEENWEG;9577;50.822601;4.499050;50.822601, 4.49905
BRUXELLES X;3803;50.827651;4.314519;50.827651, 4.314519
BUANDERIE;2264;50.846602;4.343648;50.846602, 4.343648
CAMPUS CERIA;1478;50.815856;4.295021;50.815856, 4.295021
CAMPUS CERIA;1494;50.816555;4.292593;50.816555, 4.292593
CANDRIES;2566;50.854877;4.306279;50.854877, 4.306279
CANDRIES;3235;50.855659;4.306406;50.855659, 4.306406
CAPRICORNE;3959;50.855187;4.421030;50.855187, 4.42103
CARLI;3173;50.879288;4.393676;50.879288, 4.393676
CARREFOUR STALLE;5723;50.796326;4.321178;50.796326, 4.321178
CAVELL;2133;50.811185;4.357628;50.811185, 4.357628
CAVELL;5253;50.811410;4.358465;50.81141, 4.358465
CERISAIE;4314;50.802617;4.418772;50.802617, 4.418772
CERISAIE;4344;50.802779;4.418474;50.802779, 4.418474
CHARROI;2524;50.822306;4.322643;50.822306, 4.322643
CHATEAU D'OR;5818;50.786917;4.329640;50.786917, 4.32964
CHAUMONTEL;3104;50.878452;4.389995;50.878452, 4.389995
CHAZAL;2976;50.860536;4.392047;50.860536, 4.392047
CHEMIN VERT;2360;50.899117;4.398961;50.899117, 4.398961
CHENAIE;2705;50.792360;4.348896;50.79236, 4.348896
CHEVALERIE;6024;50.842637;4.395658;50.842637, 4.395658
CHIEN VERT;1816;50.834526;4.427011;50.834526, 4.427011
CHURCHILL;5219;50.812147;4.352676;50.812147, 4.352676
CHURCHILL;9963;50.811841;4.354223;50.811841, 4.354223
CHURCHILL;9969;50.811985;4.353655;50.811985, 4.353655
CHURCHILL;9986;50.812102;4.353754;50.812102, 4.353754
CIMETIERE D'IXELLES;3558;50.815984;4.390605;50.815984, 4.390605
CIMETIERE DE BRUXELLES;3209;50.864330;4.418455;50.86433, 4.418455
CIMETIERE DE BRUXELLES;3398;50.863368;4.418752;50.863368, 4.418752
ROGIER;1993;50.855081;4.357391;50.855081, 4.357391
ROGIER;8432;50.855531;4.358314;50.855531, 4.358314
ROI BAUDOUIN;8834;50.896237;4.327091;50.896237, 4.327091
RONCES;2120;50.787489;4.375942;50.787489, 4.375942
ROND-POINT DU SOUVERAIN;2009;50.818614;4.427474;50.818614, 4.427474
ROODEBEEK;6480;50.847951;4.436059;50.847951, 4.436059
ROODEBEEK;8122;50.847493;4.436130;50.847493, 4.43613
ADEPS;3522;50.809777;4.443396;50.809777, 4.443396
ALMA;8141;50.849774;4.452918;50.849774, 4.452918
ALPHONSE XIII;5053F;50.791768;4.367121;50.791768, 4.367121
ALTITUDE CENT;5849;50.816971;4.336994;50.816971, 4.336994
AMBIORIX;1273;50.846235;4.383193;50.846235, 4.383193
AMBIORIX;1425;50.846244;4.384315;50.846244, 4.384315
AMETHYSTE;4228;50.895887;4.327020;50.895887, 4.32702
AMITIE;5529;50.844605;4.464991;50.844605, 4.464991
ANNECY;2071;50.860030;4.454825;50.86003, 4.454825
ANNEESSENS;0611;50.844067;4.345069;50.844067, 4.345069
ANNEESSENS;0616;50.844625;4.345907;50.844625, 4.345907
AQUIRIS;5968;50.903500;4.412256;50.9035, 4.412256
ARAUCARIA;5704;50.893260;4.362954;50.89326, 4.362954
ARBRE BALLON-HEYMBOSCH;4071;50.893094;4.313477;50.893094, 4.313477
ARENBERG;1502;50.848752;4.355348;50.848752, 4.355348
ARSENAL;1779;50.825898;4.397734;50.825898, 4.397734
ASSAUT;1575;50.848959;4.356810;50.848959, 4.35681
AUDITOIRES-UCL;2038;50.850663;4.454183;50.850663, 4.454183
AULNE;2415;50.802945;4.330492;50.802945, 4.330492
AVANT-PORT;3008;50.885555;4.379070;50.885555, 4.37907
AVENUE DU ROI;6175;50.831830;4.333762;50.83183, 4.333762
BAILLI;2966F;50.827385;4.364012;50.827385, 4.364012
BALE;5038;50.877285;4.414846;50.877285, 4.414846
BARRIERE;6107;50.827158;4.344042;50.827158, 4.344042
BARRIERE;6164;50.826583;4.344723;50.826583, 4.344723
BARRIERE;2336F;50.826583;4.344723;50.826583, 4.344723
BASCULE;5256;50.814988;4.368213;50.814988, 4.368213
BASCULE;5256F;50.814997;4.368156;50.814997, 4.368156
BASTOGNE;2510;50.862217;4.315956;50.862217, 4.315956
BEGUINAGE;2267;50.852420;4.351158;50.85242, 4.351158
BELGICA;7452;50.867411;4.335995;50.867411, 4.335995
BELLIARD;1263;50.842020;4.369789;50.84202, 4.369789
BENAETS;1741;50.793908;4.364327;50.793908, 4.364327
BENAETS;1742;50.793728;4.363929;50.793728, 4.363929
BENES;1198;50.864292;4.312233;50.864292, 4.312233
BENS;7513;50.808393;4.339961;50.808393, 4.339961
BERCHEM STATION;4001;50.872298;4.289875;50.872298, 4.289875
BERCHEM STATION;4170;50.872496;4.290656;50.872496, 4.290656
BERCHEM-SHOPPING;4059;50.870420;4.291342;50.87042, 4.291342
BERCHEM-SHOPPING;7203;50.871237;4.290502;50.871237, 4.290502
BERCHEM-SHOPPING;4002F;50.871129;4.290573;50.871129, 4.290573
BERGOJE;2725;50.815970;4.429216;50.81597, 4.429216
BERTHELOT;5107;50.824125;4.330972;50.824125, 4.330972
BESME;5165;50.863901;4.324406;50.863901, 4.324406
BETHLEEM;6106;50.830132;4.337425;50.830132, 4.337425
BETHLEEM;6166;50.829907;4.338050;50.829907, 4.33805
BIARRITZ;1903;50.825731;4.369504;50.825731, 4.369504
BIARRITZ;1986;50.825848;4.369774;50.825848, 4.369774
BICHON;2926;50.864446;4.394307;50.864446, 4.394307
BICHON;2990;50.864311;4.394179;50.864311, 4.394179
BIEBUYCK;3007;50.887775;4.384386;50.887775, 4.384386
BIEN-FAIRE;2107;50.806201;4.400574;50.806201, 4.400574
BIEN-FAIRE;2115;50.806255;4.400659;50.806255, 4.400659
BLOKKEN;9779;50.920249;4.426678;50.920249, 4.426678
BOCKSTAEL;4120;50.877599;4.347170;50.877599, 4.34717
BOCKSTAEL;4124;50.878093;4.347909;50.878093, 4.347909
BOCKSTAEL;4126F;50.877608;4.347142;50.877608, 4.347142
BOILEAU;0901;50.832908;4.405149;50.832908, 4.405149
BOLLINCKX;3810;50.813705;4.307014;50.813705, 4.307014
BOONDAEL GARE;5416;50.801232;4.393336;50.801232, 4.393336
BORDET STATION;5363;50.878204;4.410683;50.878204, 4.410683
BORDET STATION;7238;50.877268;4.413908;50.877268, 4.413908
BORDET STATION;5362F;50.878141;4.409916;50.878141, 4.409916
BORNE;3009;50.855230;4.335620;50.85523, 4.33562
BOSSAERT-BASILIQUE;5108;50.865427;4.318808;50.865427, 4.318808
BOSSAERT-BASILIQUE;5166;50.865544;4.318467;50.865544, 4.318467
BOSSAERT-BASILIQUE;7453;50.865122;4.319874;50.865122, 4.319874
BOTANIQUE;6434F;50.853706;4.366012;50.853706, 4.366012
BOURDON;1934;50.776292;4.334781;50.776292, 4.334781
BOURDON;1956;50.776490;4.334823;50.77649, 4.334823
BOURSE;0601;50.847601;4.348731;50.847601, 4.348731
BRABANCONNE;2919;50.851646;4.387129;50.851646, 4.387129
BRESIL;5415;50.802742;4.390414;50.802742, 4.390414
BRESIL;5459;50.802868;4.390400;50.802868, 4.3904
BREYDEL;1417;50.840850;4.384696;50.84085, 4.384696
BROEK;4661B;50.863351;4.286921;50.863351, 4.286921
BROEREN;2534;50.838895;4.309863;50.838895, 4.309863
BRUSSELSESTEENWEG;9553;50.822709;4.499490;50.822709, 4.49949
BUYL;3475;50.818683;4.378913;50.818683, 4.378913
BUYL;3478F;50.818035;4.379821;50.818035, 4.379821
CANDRIES;4659;50.855632;4.306250;50.855632, 4.30625
CARENE;3904;50.854515;4.414539;50.854515, 4.414539
CARREFOUR STALLE;1258;50.796730;4.321064;50.79673, 4.321064
CARREFOUR STALLE;7475;50.797327;4.320654;50.797327, 4.320654
CARREFOUR STALLE;5723F;50.796317;4.321150;50.796317, 4.32115
CENTENAIRE;4998;50.889932;4.345033;50.889932, 4.345033
CENTENAIRE;9052;50.890848;4.344464;50.890848, 4.344464
CERES;5908;50.895430;4.402952;50.89543, 4.402952
CHAPELLE;1127;50.841246;4.351815;50.841246, 4.351815
CHARLEMAGNE;1213;50.843161;4.379671;50.843161, 4.379671
CHARMILLE;1550;50.851027;4.434771;50.851027, 4.434771
CHATAIGNES;5119;50.817165;4.325230;50.817165, 4.32523
CHATAIGNES;5155;50.817372;4.325386;50.817372, 4.325386
CHATEAU D'OR;7517;50.787121;4.329866;50.787121, 4.329866
CHAUMONTEL;3172;50.878246;4.389711;50.878246, 4.389711
CHAZAL;2916;50.859673;4.391521;50.859673, 4.391521
CHAZAL;5307G;50.860428;4.393069;50.860428, 4.393069
CHENAIE;2769;50.792764;4.347279;50.792764, 4.347279
CHIEN VERT;1546;50.834697;4.426884;50.834697, 4.426884
CHOPIN;4169;50.874641;4.299874;50.874641, 4.299874
GENOT;4005F;50.861850;4.301611;50.86185, 4.301611
GENOT;4056F;50.861733;4.302208;50.861733, 4.302208
GEORGES HENRI;0811;50.843515;4.405555;50.843515, 4.405555
GEORGES HENRI;1424;50.842274;4.406462;50.842274, 4.406462
GERGEL;1615;50.850410;4.486900;50.85041, 4.4869
GERMOIR;4366;50.829272;4.379696;50.829272, 4.379696
GERMOIR;6157F;50.829920;4.379554;50.82992, 4.379554
GJ MARTIN;5531;50.836834;4.411412;50.836834, 4.411412
GLOBE;5853F;50.799531;4.336467;50.799531, 4.336467
GOSSART;1973;50.811069;4.362608;50.811069, 4.362608
GRAND'ROUTE;7468;50.787381;4.316899;50.787381, 4.316899
GRAND'ROUTE;7474;50.787735;4.317477;50.787735, 4.317477
GRIOTTES;1932;50.781038;4.332452;50.781038, 4.332452
GUEUX;1463;50.846998;4.390904;50.846998, 4.390904
GUI;2156;50.782374;4.356840;50.782374, 4.35684
GUILLAUME TELL;6121;50.828470;4.341117;50.82847, 4.341117
GUIMARD;1264;50.843431;4.370513;50.843431, 4.370513
GULLEDELLE;1533;50.855498;4.428174;50.855498, 4.428174
GUTENBERG;1510;50.849049;4.377287;50.849049, 4.377287
HANKAR;8221;50.821158;4.405452;50.821158, 4.405452
HANKAR;8222;50.820772;4.405310;50.820772, 4.40531
HEEMBEEK;2299;50.888855;4.374708;50.888855, 4.374708
HELMET;7268;50.871727;4.395220;50.871727, 4.39522
HENRI REY;1208;50.843505;4.305655;50.843505, 4.305655
HERMAN;3165;50.863361;4.377361;50.863361, 4.377361
HERNALSTEEN;1620;50.840202;4.491531;50.840202, 4.491531
HEROS;5026;50.803308;4.341358;50.803308, 4.341358
HEROS;5058F;50.803659;4.341653;50.803659, 4.341653
HERRMANN-DEBROUX;2050;50.812231;4.429126;50.812231, 4.429126
HET VEROOST;4160;50.878248;4.304046;50.878248, 4.304046
HEYDENBERG;1520;50.848617;4.417629;50.848617, 4.417629
HEYDENBERG;3954;50.849058;4.417146;50.849058, 4.417146
HEYSEL;8823;50.897417;4.335079;50.897417, 4.335079
HIPPODROME;7501;50.849518;4.505344;50.849518, 4.505344
HIPPODROME DE BOITSFORT;5424;50.797258;4.394043;50.797258, 4.394043
HOF TER MUSSCHEN;2044;50.853769;4.447500;50.853769, 4.4475
HOMBORCH;1938;50.779610;4.338295;50.77961, 4.338295
HOOGBOSCH;4602;50.855430;4.298709;50.85543, 4.298709
HOOGVELD;9635;50.910131;4.390821;50.910131, 4.390821
HOPITAL BRUGMANN;2867;50.885793;4.332671;50.885793, 4.332671
HOPITAL BRUGMANN;2874;50.885793;4.332671;50.885793, 4.332671
HOPITAL BRUGMANN;5403;50.886036;4.333524;50.886036, 4.333524
HOPITAL JOSEPH BRACOPS;2319;50.833457;4.295192;50.833457, 4.295192
HOPITAL MILITAIRE;2352;50.907848;4.388801;50.907848, 4.388801
HOPITAL SAINT-PIERRE;1125;50.834700;4.346153;50.8347, 4.346153
HORTA;0705;50.825837;4.345589;50.825837, 4.345589
HORTA;0723;50.825963;4.345845;50.825963, 4.345845
HOUBA-BRUGMANN;8814;50.889445;4.337728;50.889445, 4.337728
HOUWAERT;6017;50.852987;4.373581;50.852987, 4.373581
HOUZEAU;1250;50.803050;4.358807;50.80305, 4.358807
HUNDERENVELD;5103;50.866952;4.281744;50.866952, 4.281744
ICHEC;1113;50.838804;4.408277;50.838804, 4.408277
IDALIE;1706;50.835925;4.372486;50.835925, 4.372486
ILE SAINTE-HELENE;2556;50.823499;4.316113;50.823499, 4.316113
IMPRIMERIE;2672;50.830013;4.330726;50.830013, 4.330726
INTERNATIONAL SCHOOL;4287;50.792197;4.419612;50.792197, 4.419612
JACOBS FONTAINE;2863;50.878802;4.342708;50.878802, 4.342708
JACOBS FONTAINE;6172;50.878928;4.342935;50.878928, 4.342935
JAKOB SMITS;2561;50.841903;4.303243;50.841903, 4.303243
JARDIN MASSART;3524;50.813379;4.433285;50.813379, 4.433285
JEANNE;5463;50.816920;4.381538;50.81692, 4.381538
JESPERS;1552;50.857665;4.442067;50.857665, 4.442067
JOSAPHAT;2977;50.862073;4.392530;50.862073, 4.39253
JOSEPH II;1215;50.845921;4.371905;50.845921, 4.371905
JULES BORDET;3276;50.870748;4.418760;50.870748, 4.41876
JULES BORDET;9311;50.870901;4.418775;50.870901, 4.418775
JULES CESAR;1545;50.834529;4.420297;50.834529, 4.420297
JULES DE TROOZ;5291F;50.872153;4.360911;50.872153, 4.360911
JULES DE TROOZ;6103F;50.871379;4.360925;50.871379, 4.360925
JUPITER;2935;50.819551;4.336723;50.819551, 4.336723
KAREL BOGAERD;2809;50.881167;4.348135;50.881167, 4.348135
KARREVELD;7376;50.857984;4.317879;50.857984, 4.317879
KARREVELD;4053G;50.858190;4.316563;50.85819, 4.316563
KASTEEL BEAULIEU;9703;50.902953;4.427396;50.902953, 4.427396
KASTEEL BEAULIEU;9725;50.902863;4.427623;50.902863, 4.427623
KASTERLINDEN;7379;50.859482;4.295436;50.859482, 4.295436
KELLE;1857;50.831410;4.437824;50.83141, 4.437824
KERK RUISBROEK;9651;50.789905;4.298451;50.789905, 4.298451
KEYENBEMPT;5754;50.793422;4.320543;50.793422, 4.320543
KLAKKEDELLE;1641;50.847003;4.443726;50.847003, 4.443726
KRAAINEM;1587;50.848295;4.459205;50.848295, 4.459205
KRUIPWEG;2852;50.894778;4.380679;50.894778, 4.380679
KUFFERATH;4257;50.889219;4.334090;50.889219, 4.33409
LA ROUE;8671;50.821150;4.293877;50.82115, 4.293877
LAERBEEK-UZ BRUSSEL;4225;50.886917;4.310742;50.886917, 4.310742
LAINE;2407;50.821348;4.334025;50.821348, 4.334025
LANCASTER;5029;50.794671;4.357873;50.794671, 4.357873
LANGEVELD;2125;50.806502;4.357331;50.806502, 4.357331
LE ROUX;1010;50.878265;4.321409;50.878265, 4.321409
LE ROUX;1065;50.879092;4.321763;50.879092, 4.321763
LEGRAND;5209;50.815519;4.371065;50.815519, 4.371065
LEGRAND;5465;50.816346;4.371817;50.816346, 4.371817
LEKAERTS;5277F;50.871868;4.406657;50.871868, 4.406657
LEMONNIER;1226;50.840264;4.341352;50.840264, 4.341352
LENOIR;6803F;50.876767;4.328131;50.876767, 4.328131
LEOPOLD II;1544;50.836069;4.412945;50.836069, 4.412945
LES TROIS TILLEULS;4355;50.802745;4.412871;50.802745, 4.412871
LEVIE;1518;50.847865;4.407717;50.847865, 4.407717
LIBERTE;1172;50.862688;4.326240;50.862688, 4.32624
LIBERTE;1184;50.862778;4.325714;50.862778, 4.325714
CIMETIERE DE JETTE;2877;50.879798;4.334452;50.879798, 4.334452
CIMETIERE DE JETTE;6502;50.879762;4.333201;50.879762, 4.333201
CIMETIERE DE MOLENBEEK;7423;50.858862;4.312353;50.858862, 4.312353
CIMETIERES;4600;50.856090;4.289959;50.85609, 4.289959
CLAESSENS;2326;50.872854;4.358098;50.872854, 4.358098
CLAYS;6020;50.853921;4.383281;50.853921, 4.383281
CLOVIS;1511;50.849391;4.381831;50.849391, 4.381831
CLOVIS;1568;50.849894;4.381107;50.849894, 4.381107
COGHEN;7509;50.813614;4.338744;50.813614, 4.338744
COGHEN;5857F;50.813313;4.338784;50.813313, 4.338784
COMTE DE FLANDRE;8282;50.854800;4.340534;50.8548, 4.340534
CONGRES;6357F;50.850686;4.364436;50.850686, 4.364436
COTEAUX;3309;50.859441;4.377857;50.859441, 4.377857
CRAINHEM;8152;50.848484;4.458922;50.848484, 4.458922
CREMATORIUM;7505;50.784266;4.327959;50.784266, 4.327959
CREMATORIUM;7508;50.784757;4.328382;50.784757, 4.328382
CROCQ;2872;50.885109;4.330384;50.885109, 4.330384
CROSSING;3452;50.864969;4.381821;50.864969, 4.381821
CUREGHEM;2259F;50.837038;4.318582;50.837038, 4.318582
DA VINCI;5045;50.874913;4.412669;50.874913, 4.412669
DA VINCI;5048;50.876253;4.410582;50.876253, 4.410582
DAILLY;2918;50.853309;4.388208;50.853309, 4.388208
DAILLY;2974;50.853687;4.388464;50.853687, 4.388464
DAILLY;9296;50.853183;4.386874;50.853183, 4.386874
DARWIN;5063;50.818961;4.351340;50.818961, 4.35134
DAUTZENBERG;6119F;50.827718;4.368099;50.827718, 4.368099
DE BROUCKERE;0501;50.851179;4.352436;50.851179, 4.352436
DE BROUCKERE;0506;50.851566;4.353217;50.851566, 4.353217
DE BROUCKERE;1254;50.850676;4.351911;50.850676, 4.351911
DE BROUCKERE;1282;50.849669;4.349881;50.849669, 4.349881
DE JAMBLINNE DE MEUX;3707;50.848238;4.395036;50.848238, 4.395036
DE NEUTER;7377;50.859521;4.300393;50.859521, 4.300393
DEFACQZ;5406;50.828607;4.362280;50.828607, 4.36228
DEFACQZ;5469;50.829417;4.361542;50.829417, 4.361542
DELACROIX;1117;50.845805;4.323060;50.845805, 4.32306
DELACROIX;1178;50.845922;4.323330;50.845922, 4.32333
DELACROIX;8372;50.844978;4.324452;50.844978, 4.324452
DELLEUR;5421;50.795733;4.413573;50.795733, 4.413573
DELTA;3556;50.818237;4.404286;50.818237, 4.404286
DELTA;8231;50.818543;4.404201;50.818543, 4.404201
DEPORTES;1450;50.839851;4.436757;50.839851, 4.436757
DEUTSCHE SCHULE;1387;50.852519;4.490754;50.852519, 4.490754
DGHR DOMAINE MILITAIRE;3064;50.906192;4.396335;50.906192, 4.396335
DIABOLO;4342;50.796333;4.417673;50.796333, 4.417673
DIAMANT;0826;50.849108;4.402393;50.849108, 4.402393
DIAMANT;6449;50.848712;4.401753;50.848712, 4.401753
DIAMANT;6450;50.848802;4.401668;50.848802, 4.401668
DIEWEG;2708;50.796755;4.346156;50.796755, 4.346156
DIEWEG;5027;50.795614;4.348909;50.795614, 4.348909
DOMAINE;2455;50.810937;4.329152;50.810937, 4.329152
DOUVRES;6858G;50.836111;4.314678;50.836111, 4.314678
DREVE DES BRULES;5603;50.818892;4.457204;50.818892, 4.457204
DRIE FONTEINEN;9778;50.915595;4.421980;50.915595, 4.42198
DROGENBOS-SHOPPING;2610;50.793093;4.309381;50.793093, 4.309381
DROGENBOS-SHOPPING;2660;50.792814;4.308828;50.792814, 4.308828
DROSSART;1737;50.791920;4.351576;50.79192, 4.351576
DROSSART;1738;50.791920;4.351676;50.79192, 4.351676
DUCALE;1704;50.840654;4.364806;50.840654, 4.364806
DUCHESSE DE BRABANT;3258;50.849610;4.330994;50.84961, 4.330994
DUCHESSE DE BRABANT;6752;50.849898;4.330213;50.849898, 4.330213
EDDY MERCKX;8651;50.816583;4.281255;50.816583, 4.281255
EENENS;3109;50.867837;4.377148;50.867837, 4.377148
EGGERGAT;5922;50.794272;4.312968;50.794272, 4.312968
EGGERGAT;5923;50.795128;4.315946;50.795128, 4.315946
EGIDE VAN OPHEM;7464;50.796135;4.324454;50.796135, 4.324454
EGLISE SAINT-ANTOINE;6114F;50.829892;4.386637;50.829892, 4.386637
EGLISE SAINT-JULIEN;1718;50.821014;4.408105;50.821014, 4.408105
EGLISE SAINT-JULIEN;1758;50.820644;4.409666;50.820644, 4.409666
ELBERS;4601;50.855239;4.295158;50.855239, 4.295158
ELBERS;4660;50.854933;4.295244;50.854933, 4.295244
ELEPHANT;1241;50.851598;4.332810;50.851598, 4.33281
ELOY;3800;50.835794;4.331445;50.835794, 4.331445
EMPAIN;5271F;50.824976;4.431868;50.824976, 4.431868
ENGELAND;1929;50.789489;4.333793;50.789489, 4.333793
ENGELAND;1949;50.789013;4.334446;50.789013, 4.334446
ENGELAND;1961;50.789660;4.333949;50.78966, 4.333949
ERNEST SALU;5003;50.884240;4.337788;50.88424, 4.337788
ESCRIME;5512;50.838718;4.464000;50.838718, 4.464
ESPLANADE;5701;50.900108;4.348127;50.900108, 4.348127
ETANGS DE BOITSFORT;4289;50.794104;4.418493;50.794104, 4.418493
EVERE SHOPPING;5275F;50.867644;4.402861;50.867644, 4.402861
FAUCONNERIE;5430;50.800907;4.422359;50.800907, 4.422359
FERNAND COCQ;2963;50.833201;4.366467;50.833201, 4.366467
FIENNES;6807;50.839084;4.333814;50.839084, 4.333814
FIENNES;6861B;50.839021;4.332777;50.839021, 4.332777
FIENNES;6861G;50.839021;4.332777;50.839021, 4.332777
FLAGEY;3573;50.828230;4.371151;50.82823, 4.371151
FONSON;2900F;50.879060;4.403921;50.87906, 4.403921
FOREST CENTRE;5121;50.811940;4.319190;50.81194, 4.31919
FOREST CENTRE;5161;50.811535;4.318751;50.811535, 4.318751
FOREST CENTRE;5161F;50.811553;4.318751;50.811553, 4.318751
FORT-JACO;2136;50.789332;4.374963;50.789332, 4.374963
FORT-JACO;2142;50.789637;4.374878;50.789637, 4.374878
FORT-JACO;6934F;50.789620;4.373829;50.78962, 4.373829
FOYER SCHAERBEEKOIS;5804;50.872089;4.385205;50.872089, 4.385205
FOYER SCHAERBEEKOIS;7274;50.869778;4.388826;50.869778, 4.388826
FRAITEUR;3515;50.817709;4.395984;50.817709, 4.395984
FRANS COURTENS;3705;50.859167;4.401150;50.859167, 4.40115
FROISSART;1271B;50.840527;4.382652;50.840527, 4.382652
GARE CENTRALE;6446;50.845849;4.357209;50.845849, 4.357209
ABBAYE;7523;50.819279;4.370193;50.819279, 4.370193
ALBERT;0707;50.821260;4.341902;50.82126, 4.341902
ALBERT;1220;50.821161;4.341973;50.821161, 4.341973
ALCYONS;7214;50.867670;4.293704;50.86767, 4.293704
ALMA;8142;50.849891;4.453330;50.849891, 4.45333
ALPHONSE XIII;5032;50.791193;4.368043;50.791193, 4.368043
ALPHONSE XIII;5032F;50.791211;4.368057;50.791211, 4.368057
ALTITUDE CENT;2410;50.816234;4.335874;50.816234, 4.335874
ALTITUDE CENT;5848;50.816566;4.336214;50.816566, 4.336214
ALTITUDE CENT;7502;50.816064;4.336976;50.816064, 4.336976
ANATOLE FRANCE;3181;50.876556;4.385391;50.876556, 4.385391
ANCIENS ETANGS;5912;50.816597;4.319796;50.816597, 4.319796
ANNEESSENS;1224;50.843627;4.344814;50.843627, 4.344814
ANNEESSENS;5285;50.845776;4.346886;50.845776, 4.346886
ARBRE BALLON-HEYMBOSCH;4224;50.892869;4.312525;50.892869, 4.312525
ARBRE BALLON-HEYMBOSCH;4226;50.892851;4.312923;50.892851, 4.312923
ARTS-LOI;8402;50.845481;4.368710;50.845481, 4.36871
AUDERGHEM-FORET;5602;50.818474;4.450647;50.818474, 4.450647
AUDERGHEM-SHOPPING;1751;50.816872;4.424407;50.816872, 4.424407
AUMALE;8711;50.839535;4.312191;50.839535, 4.312191
AUTRIQUE;1115;50.858770;4.330078;50.85877, 4.330078
AVENUE DU ROI;2544;50.831389;4.332229;50.831389, 4.332229
AVENUE DU ROI;2544F;50.831353;4.332286;50.831353, 4.332286
AZALEES;3451;50.862596;4.380940;50.862596, 4.38094
